Country,Year,Population
Brazil,2012,30701260
China,2020,232546360
India,2013,618340927
USA,2003,773409687
UK,2003,404764279
India,2020,778887859
France,2015,1103971792
India,2007,100390350
UK,2015,142300924
France,2009,868956501
France,2007,736165027
UK,1992,898171362
Germany,2019,297355565
France,2013,415827845
India,1998,72180995
Australia,2007,816948926
USA,2015,979127455
Japan,1994,420841733
USA,2002,478191960
Australia,2020,137064075
Germany,2003,1221596839
Germany,2017,845580259
Brazil,2004,540251083
China,1997,922199979
Japan,1997,1183783295
India,2014,736501012
Canada,2002,1071344826
UK,1993,685576501
USA,2016,589457850
France,2019,1504521649
Brazil,2018,1086125422
UK,2016,934448407
Japan,1997,1078616963
France,2000,974221463
Canada,2022,150847321
Japan,1996,948267364
Australia,2011,1445644479
India,2020,980048585
India,2019,1159579156
Germany,2021,202191094
Canada,2023,1286698233
India,2002,210549812
Germany,2001,568276674
Brazil,2002,275721325
UK,1996,1431272515
Brazil,2021,32841509
UK,2004,950366320
Canada,1996,1176633367
UK,1992,1178541195
UK,1991,1065642347
UK,2015,178415611
Germany,2016,921010789
France,1997,1394239165
Australia,2009,394094391
Germany,2012,991018587
India,2019,1167210569
UK,2012,206952522
Japan,2010,1013333259
Brazil,2001,1266846003
China,1995,108743219
India,2020,681323213
Canada,2000,926838324
Japan,1991,302609499
China,1999,1397882046
Australia,2015,132247138
France,2004,508072600
France,2011,888800806
China,1998,642880734
Japan,2022,85108645
Australia,2007,627516873
China,2009,41833344
Germany,2015,1218228937
Canada,2009,1049283887
Brazil,2009,794622349
France,2024,707300275
Canada,2000,1133161884
China,2004,816928898
UK,1999,1259308373
USA,2022,504263540
India,2000,1163256809
UK,2022,529292589
India,2021,694713952
Australia,2005,1245972684
Australia,2005,100430434
Japan,2003,1038621970
UK,2012,1058126597
Japan,2012,1331930593
France,2021,1105187209
India,2012,723853403
Australia,2000,313729404
Japan,2016,1436310716
France,2008,57278372
Germany,1990,1424130258
USA,1990,347387483
UK,2010,894881601
France,2002,542296750
Canada,2020,1501646432
USA,1993,934486441
Brazil,2012,846355828
UK,2023,409848413
China,1991,435959127
Australia,1995,1199052138
India,2024,137641214
China,1993,884179529
Germany,1995,1290773639
France,1993,742989805
Germany,2019,1019008904
Canada,1991,742664059
Japan,2004,815111817
France,2024,478161519
Brazil,1995,886286241
Brazil,2007,528797778
Canada,2002,1158541885
Australia,2008,1036876172
Canada,2006,1337366844
USA,2024,995148610
Japan,2006,1396795200
Japan,2002,1134192620
Brazil,1993,40780789
Canada,2024,1193448571
Australia,2023,515254794
Canada,2012,611246064
Japan,2011,172867002
USA,2002,198391933
UK,2009,1267184596
USA,1999,234304757
Germany,2022,1223925579
USA,2004,451921395
India,2002,854716657
Canada,1991,1302528386
China,1993,49545633
China,2012,1278665120
France,2014,678057926
Australia,2010,560437062
France,2022,139992506
USA,2004,131103929
USA,1996,194754526
India,2021,1194075403
UK,2018,13984852
Brazil,1990,742247384
France,2018,726293334
India,2009,1182008758
UK,1997,1506616634
UK,1995,420999321
Germany,2022,968320663
France,1998,356177856
China,2007,1452787133
India,1993,303908229
Australia,1993,1455534866
France,2010,1174323961
Canada,2003,1386907853
Canada,1990,489100699
Canada,2019,1103218597
UK,1990,913812840
Germany,2012,896832869
USA,2011,1153899234
Germany,2014,1110697790
India,2009,281825954
Australia,2024,1056147875
China,2021,1303259904
USA,2004,197645102
UK,2016,1393568001
USA,2012,302076199
UK,2005,1077410912
USA,2012,40994090
Japan,1990,957802943
Germany,2012,501309085
Germany,2007,498081316
Japan,2007,391526687
UK,2023,235955791
Canada,2002,186857378
Japan,2005,1332834212
India,2006,572577328
Canada,2020,927959371
USA,1990,503878652
Germany,2022,217282947
Germany,2017,622656401
USA,2023,225018401
China,2003,634294229
France,2010,303298219
Australia,2012,1032136372
Germany,2009,263723815
India,2006,1488848126
Japan,2009,450874714
USA,1999,568536922
Japan,2010,1190456330
India,2004,341350184
UK,1996,790830727
China,2017,895790025
Japan,2003,638672387
Australia,2014,1441528044
Japan,1999,1439736047
India,2012,618183992
USA,2003,995429834
USA,2001,17650167
Germany,2018,1342867610
USA,1997,402460714
China,2022,742298712
France,1993,969185316
France,2008,514704872
Brazil,1993,642202293
India,2020,430366356
UK,2021,792852997
USA,1990,1188550958
Canada,1996,679466934
USA,1997,575063884
Canada,1997,1249027365
Canada,2013,1086710716
China,2007,168110236
Brazil,2012,81652594
UK,2011,1089101716
France,1990,982177219
Japan,2017,261103419
France,1993,618436415
UK,2022,338879368
Canada,2014,1295325317
Brazil,2017,601440612
UK,2010,840581454
France,2006,897604113
Japan,2001,865799822
Brazil,2001,1378419110
Japan,2014,452054348
UK,1997,971351917
Brazil,2000,1339606975
China,2001,1378988821
Brazil,2013,52846721
France,2011,1365163570
Germany,1997,490172920
Canada,2020,581169146
China,2011,1159263998
India,1995,1164630634
Germany,2017,205444529
Brazil,2002,1452847441
China,2011,1498408134
Germany,2015,559937766
India,2011,362393881
India,2001,1497060465
France,1998,530045987
Germany,1995,429245442
Japan,2018,436514221
Brazil,2022,383230097
Brazil,1991,352591698
China,1991,1114310649
Japan,2021,1170477354
Australia,2021,1122495481
Australia,2008,136617252
France,2001,348545812
Canada,1990,441315087
USA,2019,788540897
Brazil,2022,835742709
France,2017,1367336007
Canada,1994,1389712789
China,2000,1468788241
USA,2021,1225053070
Australia,2005,513965970
USA,1993,994074892
India,1990,581926518
Australia,2018,1455418273
China,2021,1103071595
Canada,2020,1402458471
France,2022,529061384
China,1997,101740376
UK,1998,637323588
UK,1996,997482557
Canada,2016,273415906
Germany,1992,1038495011
Australia,2010,1396957789
UK,2000,1451392707
USA,1994,145431169
UK,2003,1152021889
India,2020,939083636
USA,2020,262599694
Japan,2018,688214862
Australia,2019,181288706
Australia,2015,794494551
Japan,1995,996950698
Japan,2011,335076852
India,2024,452190189
Japan,2004,1148762120
Australia,2002,338597182
UK,2016,762032964
Germany,1993,327607033
Canada,2003,988987622
Brazil,2014,1302707607
Canada,2013,1316329091
India,2023,203465645
France,2022,236338814
Germany,2021,484880987
Japan,2000,853066100
USA,2005,1419966405
Germany,2001,1506230503
France,1996,1459328638
Australia,2013,700504465
France,1993,17013763
France,2012,183751476
Japan,1991,1032801796
Germany,2005,1304717196
Brazil,2019,928838580
Japan,2002,817977466
Germany,2022,36036331
Germany,2009,309027914
Germany,2014,1110399660
USA,2014,1114865563
Brazil,2014,250359467
Australia,2022,889219809
China,2020,362503469
France,2014,1214848917
UK,2004,991951477
India,1997,635643353
India,2019,417254943
Brazil,2023,1495376072
Australia,1999,523766664
India,1992,321733595
Brazil,2014,1309392775
Japan,2019,44194489
UK,2014,534280451
Canada,1992,288998151
India,1999,990569708
Brazil,2007,790182095
Germany,2000,111986907
India,2000,1488497118
Brazil,2019,531644633
China,2000,1455570725
Australia,2008,1089051927
Germany,2008,371220562
France,2003,1322022378
Australia,2004,1466631427
India,1990,808213832
UK,1995,1122050205
UK,2022,93884920
France,1994,380568966
Australia,2014,166423872
China,2004,652858104
Canada,2014,319127538
Japan,1992,1353996232
USA,2016,12000344
Canada,2019,947072478
France,1995,49045350
Australia,2006,1432417142
USA,2018,1240187415
France,1995,127901240
UK,1997,1387942081
France,2005,1297617135
Australia,2022,1141459485
USA,2007,69063483
Germany,2004,865808264
Germany,2024,694183097
Germany,2002,573254294
Canada,2012,245650425
India,1993,1264113767
UK,1999,719177273
France,2014,383887108
India,2008,1055411869
USA,2022,1326159717
Australia,1995,112245562
India,2008,1388431904
Brazil,2024,858293660
China,2000,232566898
Australia,2003,303535904
France,2003,222503518
India,2008,316229502
USA,2020,1125304663
Australia,1994,1489533674
UK,1992,374626545
France,2017,344571463
Brazil,2018,862857724
Canada,2022,502160540
India,2008,1167140659
Australia,1999,547704327
Japan,1999,1398314677
USA,2021,1006198838
Germany,2003,108191586
China,1999,119106329
Brazil,2024,76136471
Canada,1996,1092694622
USA,2005,353910479
China,2001,772104199
China,2016,468117318
UK,2011,750617689
Japan,2024,1355512947
Canada,1990,175442648
Germany,2009,576721816
Brazil,2023,951564635
France,2016,1333807267
India,2003,1475725642
Canada,2002,332775737
France,2016,1487949275
UK,2017,1070046516
Canada,2000,164541150
Australia,2012,746849059
France,2000,513679839
Australia,2003,936063511
UK,2012,1019928563
China,2006,1073570324
China,2010,1360455474
UK,1994,262740052
Brazil,1993,427762191
France,1994,677089538
France,2017,758576330
Australia,2001,1202752747
India,2024,1117292076
Brazil,1996,733173963
Japan,2000,797015223
USA,1993,395742466
USA,2019,468610215
Canada,2008,694163245
UK,2021,592403017
India,2020,422746113
Brazil,2019,1119421126
USA,1994,72873204
Japan,2007,829365183
Brazil,2022,891058022
France,2008,653510848
Canada,1996,853338612
UK,1994,1159209299
Japan,1993,535609476
USA,2022,1136059903
China,2005,311956387
Canada,1992,833651395
France,2000,1071032638
Australia,2002,1134230652
Japan,2017,916521085
India,2007,1346326423
Germany,1991,1340170711
Japan,1999,548598084
Japan,2010,1463576867
Brazil,2015,1272293321
UK,2002,1167233573
Australia,2022,1328747920
USA,1990,1342378815
India,2000,695092931
UK,2005,187322481
India,2003,505105054
Canada,2007,166509932
UK,2013,1042453887
China,2002,364074325
France,1996,39866530
Japan,2001,1467495907
France,2000,45186034
Australia,1999,322741355
China,2013,292475146
China,2020,608213265
Japan,1990,590317199
India,2003,885636155
India,2022,50336253
France,2008,65865079
India,2013,492660526
UK,2020,653831666
China,1990,1316398211
India,2018,189660982
USA,2023,768817173
France,2005,1332458500
China,2013,944663266
USA,2024,931624432
Japan,1997,1026705118
Canada,2020,349668529
UK,2023,1001571941
USA,2022,1404426861
UK,2000,757855103
Australia,2013,801190843
Germany,2007,1116504121
Canada,2008,745203159
USA,2001,1204893159
UK,2011,1204143158
Germany,2013,337953809
India,1996,972031616
France,1995,922200395
Germany,1992,470523122
Japan,2022,1330083424
Australia,2023,844082893
USA,2021,256041765
Germany,2020,71693424
USA,2015,1475931086
USA,2023,1121378749
UK,2001,412760022
Japan,1999,687249981
Australia,2000,1247086584
Brazil,2019,1321193899
UK,2016,1463608173
Brazil,1991,1046572627
Australia,1999,185655282
China,2022,1264771543
USA,2024,1206917159
France,1997,1477941518
USA,1994,445569527
Brazil,2008,592928778
France,2006,406021862
USA,2016,420594542
UK,2010,410243277
UK,2024,746162881
USA,2013,279875060
USA,2012,139365203
UK,1999,1391217024
USA,2011,1247395146
Canada,1990,145552516
France,2011,1140637757
Canada,2002,1245082411
Japan,2000,144106982
Brazil,1993,1290443359
Australia,2000,1130425914
Germany,2021,1400171005
UK,1990,1344820348
Canada,2017,376337030
India,1990,572124343
Japan,2019,1220428764
China,2009,568032998
USA,2011,961837889
USA,2006,1442992965
China,2011,151231065
Australia,2009,683645579
UK,1997,1204244538
Canada,1994,524393918
USA,2010,926533115
Australia,1995,5647730
Japan,2019,495822294
India,2006,1294231201
UK,1994,629389435
UK,2017,758241143
France,2016,533324149
Japan,1996,1279452937
India,2004,1286249908
Brazil,1995,270451540
China,2022,536666977
Japan,2003,725802008
France,2000,778304720
Japan,2023,896083231
China,2024,1230635177
UK,1999,989236339
UK,2022,52710394
India,1995,457173050
France,1990,515614112
Brazil,2004,510477250
Japan,2011,293044001
Japan,1998,1503528433
China,2005,804323708
Australia,1995,426533542
Australia,1999,445625053
USA,2003,22792841
UK,2021,406881963
USA,2006,836552064
UK,1996,1351031629
France,2002,708829856
China,2004,818901795
France,1994,82454798
France,1994,416694237
Brazil,2020,395585099
Japan,2007,811643745
France,2011,1113901827
USA,2014,1401956875
Germany,2005,427946380
Canada,2009,215137753
Brazil,2008,696738763
Brazil,2016,564840977
Canada,2002,518950263
Australia,2007,1465973120
Australia,2001,1443411106
Japan,2018,894584019
China,1990,206019289
Australia,2014,1489280723
France,1997,386917576
USA,2022,216272282
China,2004,209927091
Japan,1997,441042309
UK,1996,1086298705
USA,2022,776839915
France,2007,544113290
Germany,2022,130031357
China,2003,1327041148
Canada,1992,611727036
UK,1993,453705586
UK,1999,468054126
Germany,1997,399571589
France,1998,963848997
Japan,2016,1173976431
India,1990,150533938
India,2013,689083286
UK,2009,889461053
China,1998,137365484
France,2006,1340817331
Brazil,2010,309355676
Australia,1997,684897215
China,1991,777793167
Brazil,1994,1172651500
USA,2009,475005425
Japan,2004,116946686
India,2006,514373748
Germany,2016,1451040984
Brazil,2007,993550448
Australia,1994,910354660
China,2012,880637350
Brazil,2009,1489469569
Brazil,2022,310123680
China,2024,898936671
Germany,2016,1359965040
India,1993,48176637
Brazil,2020,1065322841
UK,2022,848340551
USA,1995,15734758
Brazil,2008,137270680
Japan,2022,193264721
India,2007,217209887
USA,1999,1050388250
France,2020,1102615463
Germany,2018,891474033
India,2016,620036165
Canada,1999,1516405752
India,2004,110720089
Brazil,2017,423310297
India,2011,790126004
Canada,2010,688015463
Japan,1998,612181184
India,2001,667714085
Germany,1998,997820991
UK,2021,47700017
UK,2005,972040913
Australia,2001,285437663
India,1996,937238159
UK,2017,341306852
Germany,1997,841609971
Canada,1993,755771006
Australia,1993,275852822
Germany,2012,1432702880
France,2014,300168709
Germany,2017,645255181
China,2000,964659393
China,2011,212214651
France,2002,755141905
UK,2004,357263805
China,1993,234097086
China,1990,909635130
Germany,2009,1328004949
Japan,2017,548362264
Canada,2020,486729546
Brazil,2008,1060185785
Germany,1998,1077205823
France,2016,1433021120
USA,1998,517650286
Canada,2001,1483610329
China,2020,1039132165
China,2000,514941031
UK,1994,500491315
Germany,2009,1323873389
Germany,2013,1272853388
China,2010,1290564290
China,2012,826300116
USA,2006,1201002456
France,2002,1175053387
India,2005,1013568499
France,2012,1115425559
Japan,2002,1275307850
Germany,2002,1302866143
USA,2000,411304895
Canada,2021,1444831793
Germany,2008,978325471
Canada,1990,348758682
UK,1990,1293299484
India,2022,1178698583
Japan,2022,996756081
India,2021,506436299
India,1993,1012160887
Germany,2018,479129717
Australia,1992,513176800
Canada,1998,446313133
China,2019,751382532
China,2019,911095731
Canada,2016,640381701
Canada,1996,70499232
France,2024,1021783103
Canada,2009,593589491
UK,2006,1325590648
India,1990,1273473444
Japan,1993,87840266
China,2016,1453392330
India,2002,571017463
Brazil,2011,1062999904
Australia,1998,1503164413
Australia,1996,11094351
China,2003,234601858
Brazil,1990,455250786
France,2016,1485125246
France,2016,1478744997
India,2008,788450204
India,1998,463072755
China,2002,1326967713
India,2021,1227273519
UK,2022,85695300
India,2016,324438163
China,1993,889876990
Australia,1994,1397145262
Japan,2016,404605423
France,2017,1137348771
China,2019,397425937
Japan,2016,1349389170
India,1992,1296766477
India,2003,1373755618
Australia,1998,755671820
UK,2009,1166112001
Australia,2009,60530814
Brazil,2017,363476608
Canada,1996,1190791098
France,2009,507320128
USA,2004,541759125
Japan,1993,590581447
Germany,2002,558991306
China,1998,802240867
Canada,2010,220042385
France,2006,327227805
China,2017,841056109
USA,2006,1479561394
UK,2022,1458389203
Canada,1994,1122149900
UK,1990,1175029539
India,1990,1019897737
Brazil,2001,484493842
Canada,1994,297771173
Germany,2018,466112238
China,1996,132522663
Australia,2011,172131025
Brazil,1997,231075899
Canada,2003,772806643
China,2021,403989972
China,2018,50570799
USA,2002,460514179
China,2001,45397887
UK,1997,737586421
India,1996,937540711
India,2000,154132815
Brazil,1999,848441409
Brazil,1992,1373407748
Canada,2007,149212953
Brazil,2014,578768471
Australia,1996,1144743432
USA,1996,1059606814
Japan,2014,296716863
Brazil,2023,1274234626
Germany,2021,523791795
Canada,2018,719933881
Brazil,2010,887165578
Japan,2000,342059342
China,1996,1062778741
India,2001,520151845
Canada,1999,639944679
Brazil,2005,985586956
China,2011,1256553743
USA,2014,434159305
Canada,1995,1265532166
India,2023,55483440
Germany,2024,556694106
Australia,1997,906430965
France,2023,880795973
Brazil,2012,434074865
UK,1992,913256349
Japan,1991,390322935
France,2020,1265000100
Japan,2021,1211976874
Japan,2008,1453602966
France,1996,757943617
UK,2024,79812802
UK,2010,796265328
Canada,2006,1359870112
France,2000,921905078
France,2023,820048761
China,2005,601807417
Japan,2013,611368477
Brazil,1990,1251989373
China,1998,339452876
Germany,1991,667657497
